Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Clarus corp,CLAR,"",9890.0,225000.0,0.0003,0.0013,3600,-27842.0,-73.788826,reduction,0.0265688,Q1 2015,FINANCE,13F,03/31/2022,7.65,
Spruce biosciences  inc.,SPRB,"",111700.0,225000.0,0.0003,0.0002,3601,71900.0,180.653266,addition,0.4754633,Q3 2021,HEALTH CARE,13F,03/31/2022,3.3533,
Oriental culture holding ltd,OCG,"",53351.0,224000.0,0.0003,0.0002,3602,19851.0,59.256716,addition,0.2513357,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,4.2528,
Olympic steel inc,ZEUS,"",5800.0,223000.0,0.0003,0.0008,3603,-20100.0,-77.606178,reduction,0.0521223,Q4 2019,MATERIALS,13F,03/31/2022,14.39,
Pimco 15+ year u.s. tips index exchange-traded fund,LTPZ,"",2700.0,223000.0,0.0003,0.0025,3604,-19200.0,-87.671233,reduction,No Data,Q3 2021,FINANCE,13F,03/31/2022,89.92,
Inspired entertainment inc.,INSE,"",18042.0,222000.0,0.0003,0.0006,3605,-16400.0,-47.616282,reduction,0.0670924,Q4 2017,COMMUNICATIONS,13F,03/31/2022,8.87,
Charah solutions inc,CHRA,"",44400.0,222000.0,0.0003,0.0002,3606,2396.0,5.704219,addition,0.1316498,Q1 2021,INDUSTRIALS,13F,03/31/2022,4.9427,
Ishares j.p. morgan em local currency bond etf,LEMB,"",6000.0,221000.0,0.0003,0.0006,3607,-6300.0,-51.219512,reduction,No Data,Q4 2021,FINANCE,13F,03/31/2022,39.22,
Emx royalty corp,EMX,"",101200.0,220000.0,0.0003,0.0002,3608,19729.0,24.215979,addition,0.0923803,Q3 2016,MATERIALS,13F,03/31/2022,2.484,
E-home household service holdings ltd,EJH,"",305199.0,220000.0,0.0003,0.001,3609,-237901.0,-43.804272,reduction,0.7179845,Q4 2021, ,13F,03/31/2022,1.48,
Immunocore holdings plc,IMCR,"",7300.0,218000.0,0.0003,,3610,7300.0,,new,0.0166428,Q1 2022,HEALTH CARE,13F,03/31/2022,29.9,
Midland states bancorp inc,MSBI,"",7508.0,217000.0,0.0003,0.0025,3611,-73400.0,-90.720324,reduction,0.0340420,Q2 2021,FINANCE,13F,03/31/2022,25.05,
Us gold corp,USAU,"",30900.0,216000.0,0.0003,0.0004,3612,-5300.0,-14.640884,reduction,0.3700668,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,8.97,
Staffing 360 solutions inc,STAF,"",26961.0,216000.0,0.0003,0.0005,3613,-14304.2,-34.664075,reduction,15.3028385,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,0.92,
Urogen pharma ltd,URGN,"",24700.0,215000.0,0.0003,,3614,24700.0,,new,0.1088433,Q1 2022,HEALTH CARE,13F,03/31/2022,8.71,
Viad corp,VVI,"",6000.0,214000.0,0.0003,,3615,6000.0,,new,0.0291395,Q1 2022,INDUSTRIALS,13F,03/31/2022,35.64,
Carrols restaurant group inc,TAST,"",94500.0,214000.0,0.0003,,3616,94500.0,,new,0.1774458,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,2.26,
Nu holdings ltd,NU,"",27700.0,214000.0,0.0003,,3617,27700.0,,new,0.0008006,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,7.72,
Community west bancshares,CWBC,"",15300.0,214000.0,0.0003,,3618,15300.0,,new,0.1762109,Q1 2022,FINANCE,13F,03/31/2022,14.01,
Alfi inc,ALF,"",130500.0,214000.0,0.0003,0.0003,3619,10372.0,8.634124,addition,0.8108168,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,2.2475,
Direxion daily emerging markets bull 3x shares,EDC,"",3900.0,214000.0,0.0003,,3620,3900.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,54.87,
Noble corp (cayman island),NE,"",6100.0,214000.0,0.0003,,3621,6100.0,,new,0.0093793,Q1 2022,ENERGY,13F,03/31/2022,35.05,
China jo-jo drugstores  inc.,CJJD,"",675738.0,214000.0,0.0003,0.0004,3622,-138561.0,-17.015986,reduction,1.6184647,Q1 2015,CONSUMER STAPLES,13F,03/31/2022,1.57,
Amryt pharma plc,AMYT,"",25800.0,213000.0,0.0002,0.0002,3623,7900.0,44.134078,addition,0.0403359,Q2 2021,HEALTH CARE,13F,03/31/2022,10.0253,
Vanguard s&p small-cap 600 value etf,VIOV,"",1200.0,213000.0,0.0002,,3624,1200.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,177.2,
F45 training holdings inc,FXLV,"",19946.0,213000.0,0.0002,,3625,19946.0,,new,0.0210489,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,10.7,
Biglari holdings inc class a,BH.A,"",290.0,212000.0,0.0002,0.0003,3626,0.0,0.0,,0.1401887,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,598.07,
Zk international group co ltd,ZKIN,"",159415.0,212000.0,0.0002,0.0003,3627,-38885.0,-19.609178,reduction,0.5512623,Q4 2018,MATERIALS,13F,03/31/2022,2.37,
Arts-way manufacturing co.  inc.,ARTW,"",38374.0,212000.0,0.0002,0.0003,3628,-33600.0,-46.683525,reduction,0.8279007,Q1 2017,INDUSTRIALS,13F,03/31/2022,2.86,
International tower hill mines ltd,THM,"",215462.0,211000.0,0.0002,0.0001,3629,140462.0,187.282667,addition,0.1103162,Q2 2018,MATERIALS,13F,03/31/2022,1.0183,
Impel neuropharma inc,IMPL,"",33200.0,211000.0,0.0002,,3630,33200.0,,new,0.1432563,Q1 2022,HEALTH CARE,13F,03/31/2022,6.37,
Ishares biotechnology etf-,IBB,"",1600.0,208000.0,0.0002,,3631,1600.0,,new,No Data,Q1 2022,HEALTH CARE,13F,03/31/2022,130.3,
Elmira savings bank,ESBK,"",9085.0,208000.0,0.0002,0.0003,3632,-2200.0,-19.494905,reduction,N/A,Q3 2017,FINANCE,13F,03/31/2022,22.84,
Proto labs inc,PRLB,"",3900.0,206000.0,0.0002,0.0129,3633,-198400.0,-98.07217,reduction,0.0141838,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,84.93,
Hirequest inc,HQI,"",10700.0,205000.0,0.0002,,3634,10700.0,,new,0.0776118,Q4 2020,INDUSTRIALS,13F,03/31/2022,19.12,
Guild holdings co,GHLD,"",20000.0,205000.0,0.0002,0.0004,3635,-2381.0,-10.638488,reduction,0.0965069,Q4 2021,FINANCE,13F,03/31/2022,14.03,
Innovative industrial properties inc,IIPR,"",1000.0,205000.0,0.0002,,3636,1000.0,,new,0.0035752,Q1 2022,REAL ESTATE,13F,03/31/2022,205.4,
Clearwater analytics holdings inc,CWAN,"",9700.0,204000.0,0.0002,,3637,9700.0,,new,0.0174765,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,21.0,
Forgerock inc,FORG,"",9300.0,204000.0,0.0002,,3638,9300.0,,new,0.0277294,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,21.92,
Bloom energy corp,BE,"",8400.0,203000.0,0.0002,0.0053,3639,-187059.0,-95.702424,reduction,0.0051734,Q3 2019,INDUSTRIALS,13F,03/31/2022,21.93,
Bright scholar education holdings ltd adr,BEDU,"",337700.0,203000.0,0.0002,0.0004,3640,48100.0,16.609116,addition,1.3242008,Q3 2017,CONSUMER DISCRETIONARY,13F,03/31/2022,8.2152,
Ion geophysical corp.,IO,"",232053.0,202000.0,0.0002,,3641,232053.0,,new,0.7835118,Q4 2011,ENERGY,13F,03/31/2022,0.87,
Photronics  inc.,PLAB,"",11900.0,202000.0,0.0002,0.0003,3642,-900.0,-7.03125,reduction,0.0193178,Q3 2008,INFORMATION TECHNOLOGY,13F,03/31/2022,9.93,
Terns pharmaceuticals inc,TERN,"",67800.0,201000.0,0.0002,,3643,67800.0,,new,0.2682039,Q1 2022,HEALTH CARE,13F,03/31/2022,2.97,
Allied healthcare products inc,AHPI,"",62700.0,201000.0,0.0002,0.0004,3644,7900.0,14.416058,addition,1.5622131,Q4 2014,HEALTH CARE,13F,03/31/2022,4.2938,
Northwest bancshares inc,NWBI,"",14900.0,201000.0,0.0002,,3645,14900.0,,new,0.0117591,Q1 2012,FINANCE,13F,03/31/2022,13.51,
First trust low duration opportunities etf,LMBS,"",4103.0,201000.0,0.0002,0.007,3646,-107983.0,-96.339418,reduction,No Data,Q1 2018,FINANCE,13F,03/31/2022,51.38,
Gravitas education holdings inc,GEHI,"",215714.0,201000.0,0.0002,0.0006,3647,-11900.0,-5.228149,reduction,1.0211651,Q4 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,5.12,
Orgenesis inc,ORGSD,"",57699.0,200000.0,0.0002,0.0002,3648,-6000.0,-9.4193,reduction,N/A,Q4 2019, ,13F,03/31/2022,,
Dolphin entertainment inc,DLPN,"",38140.0,199000.0,0.0002,0.0005,3649,-9760.0,-20.375783,reduction,0.4190728,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,8.52,
Mogo finance technology inc,MOGO,"",68500.0,199000.0,0.0002,,3650,68500.0,,new,0.0892497,Q2 2020,FINANCE,13F,03/31/2022,2.91,
Global x superdividend reit etf,SRET,"",21600.0,199000.0,0.0002,,3651,21600.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,9.19,
Solid power inc,SLDP,"",22800.0,198000.0,0.0002,,3652,22800.0,,new,0.0130978,Q1 2022,FINANCE,13F,03/31/2022,8.67,
Purple biotech ltd,PPBT,"",50280.0,198000.0,0.0002,,3653,50280.0,,new,0.2811420,Q1 2022,HEALTH CARE,13F,03/31/2022,3.93,
Yunhong cti ltd,CTIB,"",160766.0,197000.0,0.0002,0.0003,3654,-35500.0,-18.087697,reduction,2.7194316,Q3 2016,MATERIALS,13F,03/31/2022,2.1,
Tivic health systems inc,TIVC,"",122234.0,197000.0,0.0002,,3655,122234.0,,new,1.2704277,Q1 2022,HEALTH CARE,13F,03/31/2022,1.61,
Usertesting inc,USER,"",18300.0,196000.0,0.0002,,3656,18300.0,,new,0.0128093,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,10.69,
Lg display co. ltd adr,LPL,"",23755.0,196000.0,0.0002,,3657,23755.0,,new,0.0033194,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,8.26,
Skillful craftsman education technology ltd,EDTK,"",156500.0,196000.0,0.0002,0.0001,3658,45500.0,40.990991,addition,1.0503356,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,1.2571,
Xenetic biosciences inc,XBIO,"",191407.0,195000.0,0.0002,0.0004,3659,-69816.0,-26.72659,reduction,1.3369589,Q4 2019,HEALTH CARE,13F,03/31/2022,2.0,
Inseego corp,INSG,"",47654.0,193000.0,0.0002,0.0008,3660,-65051.0,-57.717936,reduction,0.0442780,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,10.0,
Sensei biotherapeutics inc,SNSE,"",83195.0,192000.0,0.0002,,3661,83195.0,,new,0.2716233,Q1 2022,HEALTH CARE,13F,03/31/2022,2.31,
China green agriculture inc,CGA,"",19051.0,192000.0,0.0002,0.0001,3662,7700.0,67.835433,addition,0.1569086,Q2 2011,MATERIALS,13F,03/31/2022,585.6161,
Artara therapeutics inc,TARA,"",37600.0,192000.0,0.0002,0.0005,3663,-27200.0,-41.975309,reduction,0.3341650,Q4 2016,HEALTH CARE,13F,03/31/2022,69.19,
Achieve life sciences inc,ACHV,"",25200.0,191000.0,0.0002,0.0002,3664,1400.0,5.882353,addition,0.2602807,Q1 2021,HEALTH CARE,13F,03/31/2022,9.5156,
Trx gold corp,TRX,"",611000.0,189000.0,0.0002,0.0001,3665,467274.0,325.114454,addition,0.2213217,Q4 2021,MATERIALS,13F,03/31/2022,0.3312,
Unifi  inc.,UFI,"",10334.0,187000.0,0.0002,0.0011,3666,-27200.0,-72.467629,reduction,0.0559266,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,22.65,
Ibio inc,IBIO,"",435082.0,186000.0,0.0002,,3667,435082.0,,new,0.1994274,Q3 2021,HEALTH CARE,13F,03/31/2022,0.43,
Lexicon pharmaceuticals inc,LXRX,"",88776.0,186000.0,0.0002,,3668,88776.0,,new,0.0593448,Q1 2022,HEALTH CARE,13F,03/31/2022,2.09,
Tantech holdings ltd,TANH,"",388790.0,185000.0,0.0002,,3669,388790.0,,new,2.1517438,Q2 2018,MATERIALS,13F,03/31/2022,0.476,
Nuwellis,NUWE,"",182600.0,184000.0,0.0002,0.0003,3670,-23000.0,-11.18677,reduction,3.2656145,Q2 2021,HEALTH CARE,13F,03/31/2022,2.59,
Verb technology company,VERB,"",194395.0,184000.0,0.0002,,3671,194395.0,,new,0.1916339,Q3 2021,INDUSTRIALS,13F,03/31/2022,0.948,
Erasca inc,ERAS,"",21200.0,182000.0,0.0002,,3672,21200.0,,new,0.0173973,Q1 2022,HEALTH CARE,13F,03/31/2022,8.6,
Surgalign holdings inc,SRGA,"",19772.04,181000.0,0.0002,,3673,19772.04,,new,0.2987894,Q1 2022,HEALTH CARE,13F,03/31/2022,9.0,
Tile shop hldgs inc,TTSH,"",27600.0,181000.0,0.0002,0.0002,3674,7800.0,39.393939,addition,0.0529736,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,7.6046,
Spar group inc.,SGRP,"",137500.0,179000.0,0.0002,0.0004,3675,-154000.0,-52.830189,reduction,0.6294227,Q3 2019,INDUSTRIALS,13F,03/31/2022,1.39,
Advantage solutions inc.,ADV,"",28000.0,179000.0,0.0002,,3676,28000.0,,new,0.0087937,Q1 2022,INDUSTRIALS,13F,03/31/2022,6.38,
Mind c.t.i. ltd,MNDO,"",61025.0,179000.0,0.0002,0.0002,3677,3511.0,6.104601,addition,0.3035416,Q4 2005,INFORMATION TECHNOLOGY,13F,03/31/2022,2.5907,
Krispy kreme inc,DNUT,"",12000.0,178000.0,0.0002,,3678,12000.0,,new,0.0071729,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,14.85,
Muscle maker  inc.,GRIL,"",337677.0,178000.0,0.0002,0.0002,3679,108477.0,47.328534,addition,1.1768080,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,0.8076,
Midatech pharma plc,MTP,"",199737.0,176000.0,0.0002,0.0003,3680,-3854.0,-1.893011,reduction,1.0139612,Q4 2019,HEALTH CARE,13F,03/31/2022,1.99,
Unique fabricating inc,UFAB,"",92677.0,176000.0,0.0002,0.0002,3681,-1200.0,-1.278268,reduction,0.7898733,Q1 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,5.75,
Ata inc,AACG,"",117744.0,174000.0,0.0002,0.0002,3682,-12900.0,-9.874162,reduction,0.3726242,Q4 2020,INDUSTRIALS,13F,03/31/2022,1.79,
Clever leaves holdings inc.,CLVR,"",69800.0,174000.0,0.0002,0.001,3683,-176790.0,-71.693905,reduction,0.2343115,Q4 2021,HEALTH CARE,13F,03/31/2022,3.1,
Akerna corp,KERN,"",152600.0,174000.0,0.0002,0.0005,3684,-70698.0,-31.66083,reduction,0.4147131,Q4 2021,FINANCE,13F,03/31/2022,1.75,
Asia pacific wire & cable corp ltd,APWC,"",95300.0,173000.0,0.0002,0.0002,3685,7525.0,8.573056,addition,0.6895968,Q3 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,2.8239,
Cns pharmaceuticals  inc.,CNSP,"",506532.0,173000.0,0.0002,0.0001,3686,358832.0,242.946513,addition,1.2653025,Q1 2021,HEALTH CARE,13F,03/31/2022,0.4457,
Cheetah mobile inc adr,CMCM,"",176726.0,171000.0,0.0002,0.0003,3687,3100.0,1.785447,addition,0.3965980,Q4 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,3.7798,
Cion invt corp,CION,"",11500.0,170000.0,0.0002,,3688,11500.0,,new,0.0201902,Q1 2022,FINANCE,13F,03/31/2022,14.8,
Katapult holdings inc,KPLT,"",71500.0,170000.0,0.0002,,3689,71500.0,,new,N/A,Q1 2022, ,13F,03/31/2022,,
Trevena inc,TRVN,"",308400.0,170000.0,0.0002,0.0001,3690,146800.0,90.841584,addition,0.1863219,Q4 2021,HEALTH CARE,13F,03/31/2022,0.5657,
Retractable technologies inc.,RVP,"",35000.0,166000.0,0.0002,0.0008,3691,-63164.0,-64.345381,reduction,0.1062668,Q1 2014,HEALTH CARE,13F,03/31/2022,6.93,
Western asset mortgage capital corp,WMC,"",9734.0,166000.0,0.0002,0.0,3692,8204.0,536.20915,addition,0.1612120,Q1 2016,REAL ESTATE,13F,03/31/2022,1.7729,
Recruiter.com group inc,RCRTW,"",61100.0,166000.0,0.0002,0.0001,3693,16600.0,37.303371,addition,N/A,Q4 2021, ,13F,03/31/2022,,
Nabriva therapeutics plc,NTY:SWB2,"",393794.0,165000.0,0.0002,0.0004,3694,-77506.0,-16.445152,reduction,N/A,Q1 2021, ,13F,03/31/2022,,
Oyster point pharma  inc.,OYST,"",14200.0,165000.0,0.0002,0.0006,3695,-10500.0,-42.510121,reduction,0.0532447,Q3 2021,HEALTH CARE,13F,03/31/2022,11.85,
Rpc inc,RES,"",15500.0,165000.0,0.0002,,3696,15500.0,,new,0.0071601,Q1 2022,ENERGY,13F,03/31/2022,10.67,
Hepion pharmaceuticals inc,HEPA,"",126600.0,163000.0,0.0002,0.0001,3697,76300.0,151.689861,addition,0.1660772,Q4 2021,HEALTH CARE,13F,03/31/2022,1.2304,
Babylon holdings limited,BBLN1,"",41700.0,162000.0,0.0002,,3698,41700.0,,new,N/A,Q1 2022,FINANCE,13F,03/31/2022,,
Runway growth finance corp,RWAY,"",11900.0,162000.0,0.0002,0.0007,3699,-29900.0,-71.5311,reduction,0.0288230,Q4 2021,FINANCE,13F,03/31/2022,12.82,
Greenhill & co. inc,GHL,"",10500.0,162000.0,0.0002,,3700,10500.0,,new,0.0574092,Q1 2022,FINANCE,13F,03/31/2022,15.47,
Nighthawk biosciences inc,NHWK,"",52593.0,161000.0,0.0002,0.0004,3701,-58839.0,-52.802606,reduction,0.2050423,Q4 2021,HEALTH CARE,13F,03/31/2022,3.04,
Nanoviricides inc,NNVC,"",76800.0,161000.0,0.0002,0.0002,3702,32200.0,72.197309,addition,0.6647049,Q4 2021,HEALTH CARE,13F,03/31/2022,3.0366,
Antelope enterprise hldgs ltd,AEHL,"",116900.0,160000.0,0.0002,0.0004,3703,-87588.0,-42.832831,reduction,1.9359943,Q4 2021,INDUSTRIALS,13F,03/31/2022,1.59,
Liquid media group ltd,YVR,"",226602.0,159000.0,0.0002,0.0003,3704,28002.0,14.099698,addition,1.1802712,Q4 2020,CONSUMER STAPLES,13F,03/31/2022,1.0418,
Pyxis tankers inc,PXS,"",75600.0,158000.0,0.0002,0.0002,3705,-21475.0,-22.122071,reduction,2.8490769,Q3 2019,TRANSPORTS,13F,03/31/2022,0.8,
Akouos  inc.,AKUS,"",33200.0,158000.0,0.0002,0.0002,3706,18700.0,128.965517,addition,0.0958813,Q4 2021,HEALTH CARE,13F,03/31/2022,6.3878,
F.n.b. corp.,FNB,"",12600.0,157000.0,0.0002,0.0037,3707,-230327.0,-94.813257,reduction,0.0035849,Q3 2021,FINANCE,13F,03/31/2022,11.62,
Pluristem therapeutics inc,PSTI,"",75700.0,157000.0,0.0002,0.0004,3708,-158538.0,-67.682443,reduction,0.2340206,Q2 2014,HEALTH CARE,13F,03/31/2022,4.62,
Yunji inc,YJ,"",153200.0,156000.0,0.0002,0.0,3709,94600.0,161.433447,addition,0.1280037,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,0.955,
Ricebran technologies,RIBT,"",342364.0,154000.0,0.0002,0.0002,3710,-118200.0,-25.664186,reduction,0.6606739,Q4 2015,CONSUMER STAPLES,13F,03/31/2022,,
Lizhi inc.,LIZI,"",101000.0,154000.0,0.0002,0.0001,3711,52200.0,106.967213,addition,0.2573642,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,4.3272,
Socket mobile  inc.,SCKT,"",38294.0,154000.0,0.0002,0.0005,3712,-52606.0,-57.872387,reduction,0.5318278,Q4 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,,
Performance shipping inc,PSHG,"",51134.0,153000.0,0.0002,0.0003,3713,-4800.0,-8.581543,reduction,N/A,Q1 2021, ,13F,03/31/2022,,
Four seasons education (cayman) inc,FEDU,"",11718.15,152000.0,0.0002,0.0002,3714,-425.0,-3.499916,reduction,10.5963082,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,1.22,
Applied optoelectronics inc,AAOI,"",41300.0,151000.0,0.0002,0.0004,3715,-28883.0,-41.153841,reduction,0.1494531,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,5.14,
Immix biopharma inc,IMMX,"",62600.0,151000.0,0.0002,,3716,62600.0,,new,0.4508461,Q1 2022,HEALTH CARE,13F,03/31/2022,2.41,
Isoray inc,ISR,"",417315.0,151000.0,0.0002,0.0005,3717,-563591.0,-57.456168,reduction,0.2938005,Q4 2019,HEALTH CARE,13F,03/31/2022,0.84,
Dare bioscience inc,DARE,"",100339.0,150000.0,0.0002,,3718,100339.0,,new,0.1184481,Q1 2018,HEALTH CARE,13F,03/31/2022,1.49,
Moving image technologies inc.,MITQ,"",118851.0,149000.0,0.0002,,3719,118851.0,,new,1.0975882,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,1.25,
Heartbeam inc,BEAT,"",79650.0,147000.0,0.0002,,3720,79650.0,,new,0.9999876,Q1 2022,HEALTH CARE,13F,03/31/2022,1.844,
Euro tech holdings co,CLWT,"",96090.0,146000.0,0.0002,0.0003,3721,27509.0,40.111693,addition,1.2427362,Q2 2021,INDUSTRIALS,13F,03/31/2022,2.8689,
Hywin holdings ltd,HYW,"",19500.0,145000.0,0.0002,0.0001,3722,8400.0,75.675676,addition,0.0696429,Q4 2021, ,13F,03/31/2022,6.3897,
Hf foods group inc,HFFG,"",21600.0,144000.0,0.0002,0.0002,3723,4800.0,28.571429,addition,0.0416077,Q2 2020,FINANCE,13F,03/31/2022,,
Onespaworld holdings,OSW,"",14100.0,144000.0,0.0002,,3724,14100.0,,new,0.0179141,Q1 2022,FINANCE,13F,03/31/2022,10.2,
Kaleido biosciences inc,KLDO,"",86887.0,143000.0,0.0002,0.0001,3725,47513.0,120.671001,addition,0.2038521,Q1 2021,HEALTH CARE,13F,03/31/2022,3.0367,
Arcimoto inc,FUV,"",21456.0,142000.0,0.0002,,3726,21456.0,,new,0.0553278,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,6.61,
Forward pharma a/s adr,FWP,"",24500.0,142000.0,0.0002,0.0003,3727,-17100.0,-41.105769,reduction,0.3454994,Q2 2020,HEALTH CARE,13F,03/31/2022,6.8,
1347 property insurance holdings inc,FGF,"",51867.0,141000.0,0.0002,0.0003,3728,-11195.0,-17.752371,reduction,0.5590321,Q3 2015,FINANCE,13F,03/31/2022,5.84,
Jiayin group inc,JFIN,"",51100.0,141000.0,0.0002,0.0003,3729,-73300.0,-58.92283,reduction,0.0945858,Q3 2021,FINANCE,13F,03/31/2022,3.28,
Vigil neuroscience inc,VIGL,"",20041.0,141000.0,0.0002,,3730,20041.0,,new,0.0708994,Q1 2022,HEALTH CARE,13F,03/31/2022,7.03,
Waitr holdings inc,WTRH,"",379970.0,141000.0,0.0002,0.0004,3731,-60030.0,-13.643182,reduction,0.2398263,Q2 2021,FINANCE,13F,03/31/2022,0.74,
Mingzhu logistics holdings ltd.,YGMZ,"",68700.0,139000.0,0.0002,0.0003,3732,-57895.0,-45.732454,reduction,0.3590415,Q3 2021,TRANSPORTS,13F,03/31/2022,3.01,
Crexendo inc,CXDO,"",37886.0,138000.0,0.0002,0.0003,3733,-11714.0,-23.616935,reduction,0.1689702,Q3 2020,COMMUNICATIONS,13F,03/31/2022,5.0,
China pharmaceutical group limited,CPHI,"",354617.0,138000.0,0.0002,0.0003,3734,-105600.0,-22.945697,reduction,0.7341971,Q4 2011,HEALTH CARE,13F,03/31/2022,0.38,
Jupai holdings ltd adr,JP,"",190825.0,137000.0,0.0002,0.0002,3735,2500.0,1.327492,addition,0.5992845,Q3 2019,FINANCE,13F,03/31/2022,1.8845,
Golden minerals co,AUMN,"",271443.0,136000.0,0.0002,0.0001,3736,-3605.0,-1.31068,reduction,0.1655867,Q1 2019,MATERIALS,13F,03/31/2022,0.38,
Endra life sciences inc,NDRA,"",349300.0,136000.0,0.0002,0.0002,3737,132220.0,60.908421,addition,0.5529134,Q4 2021,HEALTH CARE,13F,03/31/2022,0.5764,
Eastside distilling inc,EAST,"",141970.0,136000.0,0.0002,0.0008,3738,-200299.0,-58.520929,reduction,0.9489054,Q4 2020,CONSUMER STAPLES,13F,03/31/2022,2.15,
Trean insurance group  inc.,TIG,"",29100.0,136000.0,0.0002,0.0002,3739,14000.0,92.715232,addition,0.0568446,Q4 2021,FINANCE,13F,03/31/2022,6.8798,
Lianbio,LIAN,"",36524.0,136000.0,0.0002,,3740,36524.0,,new,0.0337325,Q1 2022,HEALTH CARE,13F,03/31/2022,3.71,
Oblong ord shs,OBLG,"",207981.0,136000.0,0.0002,0.0003,3741,-34919.0,-14.375875,reduction,N/A,Q1 2020, ,13F,03/31/2022,,
Tempest therapeutics inc,TPST,"",40193.0,136000.0,0.0002,0.0003,3742,-10237.0,-20.299425,reduction,0.3893536,Q3 2017,HEALTH CARE,13F,03/31/2022,2426.52,
Celsion corp,CLSN,"",26555.0,134000.0,0.0002,0.0001,3743,19308.85,266.470471,addition,0.3740804,Q2 2021,HEALTH CARE,13F,03/31/2022,481.1771,
Chemomab therapeutics ltd,CMMB,"",27960.0,134000.0,0.0002,,3744,27960.0,,new,0.2451661,Q1 2022,HEALTH CARE,13F,03/31/2022,4.8,
Ion acquisition corp 1 ltd,TBLA,"",25900.0,134000.0,0.0002,0.0001,3745,11900.0,85.0,addition,0.0110669,Q4 2021,COMMUNICATIONS,13F,03/31/2022,6.5762,
Helius medical technologies inc,HSDT,"",40114.0,133000.0,0.0002,0.0003,3746,1344.0,3.466598,addition,1.0562856,Q1 2021,HEALTH CARE,13F,03/31/2022,17.0149,
Rockwell medical  inc.,RMTI,"",25564.17,133000.0,0.0002,0.0001,3747,5063.13,24.696942,addition,2.9967699,Q4 2019,HEALTH CARE,13F,03/31/2022,1.6655,
Solaris oilfield infrastructure inc,SOI,"",11500.0,130000.0,0.0002,0.0007,3748,-79100.0,-87.306843,reduction,0.0350534,Q4 2021,ENERGY,13F,03/31/2022,6.55,
Datchat inc,DATS,"",49500.0,130000.0,0.0002,,3749,49500.0,,new,0.2525843,Q1 2022,COMMUNICATIONS,13F,03/31/2022,2.62,
Agile therapeutics inc,AGRX,"",15530.0,130000.0,0.0002,0.0001,3750,11457.5,281.338244,addition,5.0258225,Q1 2021,HEALTH CARE,13F,03/31/2022,6.3965,
Applied genetic technologies corp,AGTC,"",118840.0,127000.0,0.0001,0.0002,3751,30000.0,33.768573,addition,0.2342510,Q4 2015,HEALTH CARE,13F,03/31/2022,2.8417,
Ambow education holdings ltd,AMBO,"",164124.0,126000.0,0.0001,0.0002,3752,1600.0,0.98447,addition,0.7854904,Q4 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,2.8891,
Ordinary shares,CASI,"",15530.0,126000.0,0.0001,0.0015,3753,-130277.0,-89.348934,reduction,No Data,Q2 2020,HEALTH CARE,13F,03/31/2022,1.63,
Axcella health inc,AXLA,"",48900.0,126000.0,0.0001,0.0001,3754,2300.0,4.935622,addition,0.0930085,Q2 2020,HEALTH CARE,13F,03/31/2022,4.5236,
