Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Lantheus holdings inc,LNTH,"",95983.0,5309000.0,0.0214,0.0123,456,22752.0,31.06881,addition,0.1398475,Q2 2021,HEALTH CARE,13F,03/31/2022,34.2981,
Tal education group american depositary adr,TAL,"",1758301.0,5292000.0,0.0213,0.0271,457,573884.0,48.452868,addition,0.3960148,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,22.3225,
Ralph lauren corp. class a,RL,"",46310.0,5253000.0,0.0212,0.0512,458,-27735.0,-37.456952,reduction,0.1033063,Q4 2016,CONSUMER DISCRETIONARY,13F,03/31/2022,119.31,
Medifast inc,MED,"",30431.0,5197000.0,0.0209,0.0285,459,7011.0,29.935952,addition,0.2643035,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,249.7728,
Levi strauss & co,LEVI,"",262165.0,5180000.0,0.0209,0.0558,460,-121412.0,-31.652576,reduction,0.2649378,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,24.85,
Relx plc adr,RELX,"",166298.0,5172000.0,0.0208,0.0305,461,5490.0,3.414009,addition,0.0086465,Q2 2021,COMMUNICATIONS,13F,03/31/2022,28.4408,
Pricesmart inc,PSMT,"",65365.0,5155000.0,0.0208,0.021,462,16065.0,32.586207,addition,0.2117158,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,88.0263,
Dell technologies inc,DELL,"",102345.0,5137000.0,0.0207,,463,102345.0,,new,0.0385209,Q3 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,50.19,
Xpo logistics inc,XPO,"",70424.0,5127000.0,0.0207,0.0499,464,-40490.0,-36.505761,reduction,0.0612284,Q3 2021,TRANSPORTS,13F,03/31/2022,78.05,
Teva pharmaceutical industries ltd  adr,TEVA,"",541514.0,5085000.0,0.0205,0.0242,465,21895.0,4.213664,addition,0.0487696,Q2 2021,HEALTH CARE,13F,03/31/2022,9.0158,
Astrazeneca plc,AZN,"",76586.0,5081000.0,0.0205,0.0247,466,3694.0,5.067771,addition,0.0024714,Q2 2021,HEALTH CARE,13F,03/31/2022,60.2297,
Schrodinger  inc.,SDGR,"",148772.0,5076000.0,0.0205,0.0228,467,36062.0,31.995386,addition,0.2400556,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,65.5529,
I-mab adr,IMAB,"",311998.0,5067000.0,0.0204,0.0511,468,126384.0,68.089692,addition,0.3775108,Q2 2021,HEALTH CARE,13F,03/31/2022,47.7351,
Brown & brown inc.,BRO,"",70021.0,5060000.0,0.0204,0.0221,469,15884.0,29.340377,addition,0.0248061,Q4 2020,FINANCE,13F,03/31/2022,53.3819,
Dominos pizza inc,DPZ,"",12409.0,5051000.0,0.0204,0.0274,470,4069.0,48.788969,addition,0.0344263,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,446.8517,
Under armour inc,UAA,"",296600.0,5048000.0,0.0203,0.0576,471,-171071.0,-36.579347,reduction,0.1572069,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,21.44,
Cheniere energy inc,LNG,"",36385.0,5045000.0,0.0203,0.0034,472,30609.0,529.934211,addition,0.0143170,Q3 2021,ENERGY,13F,03/31/2022,132.3668,
Norfolk southern corp.,NSC,"",17633.0,5029000.0,0.0203,0.0253,473,2988.0,20.402868,addition,0.0073985,Q4 2019,TRANSPORTS,13F,03/31/2022,244.5316,
Glaukos corp,GKOS,"",86657.0,5011000.0,0.0202,0.0168,474,21780.0,33.571219,addition,0.1830773,Q2 2021,HEALTH CARE,13F,03/31/2022,68.3687,
Treehouse foods inc,THS,"",155106.0,5004000.0,0.0202,0.0274,475,38891.0,33.464699,addition,0.2768826,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,40.7267,
Inari medical  inc.,NARI,"",55165.0,5000000.0,0.0202,0.0196,476,18304.0,49.656819,addition,0.1038392,Q2 2021,HEALTH CARE,13F,03/31/2022,92.404,
Alphabet inc. class a,GOOGL,"",1773.0,4931000.0,0.0199,0.0079,477,1304.0,278.03838,addition,0.0005895,Q4 2020,COMMUNICATIONS,13F,03/31/2022,2732.146,
Mohawk industries inc.,MHK,"",39656.0,4925000.0,0.0199,0.0688,478,-25350.0,-38.9964,reduction,0.0624116,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,188.23,
Monolithic power systems inc,MPWR,"",10119.0,4915000.0,0.0198,,479,10119.0,,new,0.0216946,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,485.68,
Westinghouse air brake technologies corp,WAB,"",51057.0,4910000.0,0.0198,,480,51057.0,,new,0.0279538,Q1 2022,INDUSTRIALS,13F,03/31/2022,96.17,
Adtalem global education inc. (kellery & taylor corp. -devry inc.),ATGE,"",164581.0,4890000.0,0.0197,0.0199,481,49009.0,42.4056,addition,0.3645727,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,32.7576,
Neogen corp.,NEOG,"",156093.0,4814000.0,0.0194,0.0314,482,37044.0,31.116599,addition,0.1447743,Q2 2021,HEALTH CARE,13F,03/31/2022,42.3565,
Arthur j. gallagher & co inc,AJG,"",27392.0,4783000.0,0.0193,0.0363,483,-9448.0,-25.646037,reduction,0.0130396,Q4 2020,FINANCE,13F,03/31/2022,130.59,
Arch capital group ltd.,ACGL,"",98284.0,4759000.0,0.0192,0.0092,484,62767.0,176.723822,addition,0.0261636,Q4 2021,FINANCE,13F,03/31/2022,46.9854,
Capri holdings ltd (michael kors holdings),CPRI,"",92500.0,4754000.0,0.0192,0.057,485,-58451.0,-38.721837,reduction,0.0647716,Q4 2016,INDUSTRIALS,13F,03/31/2022,50.67,
Oak street health  inc.,OSH,"",175207.0,4710000.0,0.019,0.0248,486,46432.0,36.056688,addition,0.0726776,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,50.1718,
Goodrx holdings  inc.,GDRX,"",242778.0,4693000.0,0.0189,0.0283,487,93844.0,63.010461,addition,0.2934717,Q2 2021,HEALTH CARE,13F,03/31/2022,29.5625,
Knight transportation inc.,KNX,"",92842.0,4685000.0,0.0189,0.0554,488,-63515.0,-40.621782,reduction,0.0567603,Q4 2019,TRANSPORTS,13F,03/31/2022,48.76,
Idex corp.,IEX,"",24428.0,4684000.0,0.0189,,489,24428.0,,new,0.0321397,Q1 2022,INDUSTRIALS,13F,03/31/2022,191.73,
Everest re group ltd.,RE,"",15511.0,4675000.0,0.0188,0.0081,490,10449.0,206.420387,addition,0.0393301,Q4 2021,FINANCE,13F,03/31/2022,292.4185,
Haemonetics corp. (ma),HAE,"",73493.0,4646000.0,0.0187,0.0173,491,17518.0,31.296114,addition,0.1432629,Q2 2021,HEALTH CARE,13F,03/31/2022,64.2863,
Patterson companies  inc.,PDCO,"",143424.0,4643000.0,0.0187,0.0178,492,38917.0,37.238654,addition,0.1482572,Q2 2021,HEALTH CARE,13F,03/31/2022,30.7888,
J & j snack foods corp.,JJSF,"",29892.0,4636000.0,0.0187,0.021,493,7016.0,30.669697,addition,0.1558911,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,169.8777,
Irobot corp,IRBT,"",72577.0,4601000.0,0.0185,0.0212,494,17151.0,30.943961,addition,0.2676546,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,83.798,
Viatris inc,VTRS,"",420069.0,4570000.0,0.0184,0.0199,495,167264.0,66.163248,addition,0.0346492,Q1 2021,HEALTH CARE,13F,03/31/2022,12.8961,
West pharmaceutical services inc,WST,"",10890.0,4473000.0,0.018,0.0228,496,2525.0,30.185296,addition,0.0147012,Q3 2020,HEALTH CARE,13F,03/31/2022,337.4452,
Sunrun inc,RUN,"",147238.0,4472000.0,0.018,0.0182,497,55908.0,61.215373,addition,0.0700758,Q4 2021,ENERGY,13F,03/31/2022,32.8077,
Huntsman corp,HUN,"",117679.0,4414000.0,0.0178,,498,117679.0,,new,0.0560916,Q1 2022,MATERIALS,13F,03/31/2022,37.51,
Gentex corp.,GNTX,"",150261.0,4383000.0,0.0177,0.046,499,-76762.0,-33.812433,reduction,0.0640883,Q3 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,34.82,
Reynolds consumer products inc.,REYN,"",149283.0,4380000.0,0.0177,0.0209,500,34754.0,30.345153,addition,0.0711337,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,30.1149,
Hess corp,HES,"",40749.0,4362000.0,0.0176,0.0032,501,33308.0,447.628007,addition,0.0130915,Q4 2021,ENERGY,13F,03/31/2022,101.0122,
Dte energy co. (detroit edison),DTE,"",32895.0,4349000.0,0.0175,0.0072,502,22585.0,219.059166,addition,0.0169790,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,128.2389,
Inter parfums inc.,IPAR,"",49338.0,4344000.0,0.0175,0.0233,503,11769.0,31.326359,addition,0.1549324,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,76.0951,
Arrow electronics corp.,ARW,"",36567.0,4338000.0,0.0175,,504,36567.0,,new,0.0553735,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,118.63,
Chindata group holdings ltd ads,CD,"",682701.0,4315000.0,0.0174,0.0175,505,225314.0,49.261129,addition,0.3655966,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,8.2294,
Beauty health co,SKIN,"",255552.0,4314000.0,0.0174,,506,255552.0,,new,0.1696532,Q1 2022,FINANCE,13F,03/31/2022,16.88,
Glaxosmithkline plc adr,GSK,"",98201.0,4278000.0,0.0172,0.0238,507,5364.0,5.777869,addition,0.0038635,Q2 2021,HEALTH CARE,13F,03/31/2022,39.9487,
Activision blizzard inc,ATVI,"",53395.0,4277000.0,0.0172,0.0033,508,44968.0,533.618132,addition,0.0068290,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,77.9668,
Atricure inc,ATRC,"",64786.0,4254000.0,0.0171,0.0197,509,15930.0,32.606026,addition,0.1399630,Q2 2021,HEALTH CARE,13F,03/31/2022,74.923,
Nuvasive inc,NUVA,"",74252.0,4210000.0,0.017,0.0173,510,17579.0,31.018298,addition,0.1426797,Q2 2021,HEALTH CARE,13F,03/31/2022,63.4548,
Svb financial group,SIVB,"",7524.0,4209000.0,0.017,0.0412,511,-2915.0,-27.924131,reduction,0.0127848,Q4 2020,FINANCE,13F,03/31/2022,484.9,
Rlx technology inc. ads,RLX,"",2347335.0,4202000.0,0.0169,0.0436,512,423046.0,21.984536,addition,0.2524776,Q1 2021,CONSUMER STAPLES,13F,03/31/2022,5.5856,
Nordson corporation,NDSN,"",18420.0,4183000.0,0.0169,,513,18420.0,,new,0.0320282,Q1 2022,INDUSTRIALS,13F,03/31/2022,227.08,
Smith & nephew plc ordinary,SNN,"",131065.0,4181000.0,0.0169,0.0236,514,13717.0,11.689164,addition,0.0300445,Q2 2021,HEALTH CARE,13F,03/31/2022,37.4959,
Strategic education inc. (strayer education),STRA,"",62873.0,4174000.0,0.0168,0.0159,515,15483.0,32.67145,addition,0.2519300,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,72.4401,
Entegris inc.,ENTG,"",31749.0,4167000.0,0.0168,,516,31749.0,,new,0.0233649,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,131.26,
Shopify inc,SHOP,"",60960.0,4126000.0,0.0166,0.0218,517,33800.0,124.447717,addition,0.0005333,Q4 2020,COMMUNICATIONS,13F,03/31/2022,929.5202,
Broadridge financial solutions inc,BR,"",26336.0,4101000.0,0.0165,0.0131,518,14021.0,113.853025,addition,0.0224658,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,167.4377,
Ebay inc.,EBAY,"",71392.0,4088000.0,0.0165,0.0021,519,65939.0,1209.22428,addition,0.0127522,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,58.2079,
Skechers usa  inc. class a,SKX,"",100054.0,4078000.0,0.0164,,520,100054.0,,new,0.0720738,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,40.76,
Noah holdings ltd adr,NOAH,"",172253.0,4053000.0,0.0163,0.0207,521,56402.0,48.684949,addition,0.3957209,Q2 2019,FINANCE,13F,03/31/2022,29.0517,
Devon energy corp.,DVN,"",68375.0,4043000.0,0.0163,,522,68375.0,,new,0.0103598,Q1 2022,ENERGY,13F,03/31/2022,59.13,
Incyte corporation,INCY,"",50810.0,4035000.0,0.0163,0.0094,523,28716.0,129.971938,addition,0.0229385,Q2 2021,HEALTH CARE,13F,03/31/2022,78.0807,
Stride inc,LRN,"",110588.0,4018000.0,0.0162,0.0164,524,26181.0,31.01757,addition,0.2586679,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,33.2464,
Aptargroup  inc.,ATR,"",34168.0,4015000.0,0.0162,,525,34168.0,,new,0.0521068,Q1 2022,MATERIALS,13F,03/31/2022,117.5,
Vornado realty trust,VNO,"",87523.0,3967000.0,0.016,0.0154,526,24175.0,38.162215,addition,0.0456459,Q1 2021,REAL ESTATE,13F,03/31/2022,43.8362,
Qorvo inc,QRVO,"",31897.0,3958000.0,0.016,,527,31897.0,,new,0.0307510,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,124.1,
Edison international (southern california edison),EIX,"",56386.0,3953000.0,0.0159,0.0089,528,33847.0,150.170815,addition,0.0148074,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,66.2147,
Snowflake  inc.,SNOW,"",17128.0,3925000.0,0.0158,,529,17128.0,,new,0.0053847,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,229.13,
Cincinnati financial corp. (cincinnati insurance co.),CINF,"",28709.0,3903000.0,0.0157,0.0097,530,14000.0,95.179822,addition,0.0179034,Q4 2021,FINANCE,13F,03/31/2022,124.673,
Integer holdings corp,ITGR,"",47276.0,3809000.0,0.0154,0.0179,531,11238.0,31.18375,addition,0.1428168,Q2 2021,HEALTH CARE,13F,03/31/2022,90.0529,
Regeneron pharmaceuticals inc.,REGN,"",5452.0,3808000.0,0.0154,0.0277,532,-2083.0,-27.644326,reduction,0.0050468,Q2 2021,HEALTH CARE,13F,03/31/2022,559.63,
Fox corp class a,FOXA,"",95367.0,3762000.0,0.0152,,533,95367.0,,new,0.0305973,Q4 2020,COMMUNICATIONS,13F,03/31/2022,39.45,
Oneok inc. (oklahoma natural gas),OKE,"",53163.0,3755000.0,0.0151,0.0038,534,42142.0,382.379094,addition,0.0119035,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,68.1693,
Cf industries holdings inc,CF,"",36343.0,3746000.0,0.0151,0.0014,535,32945.0,969.540906,addition,0.0174222,Q4 2021,MATERIALS,13F,03/31/2022,100.0419,
Expedia group inc,EXPE,"",19120.0,3741000.0,0.0151,,536,19120.0,,new,0.0126143,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,195.67,
Rollins  inc.,ROL,"",106056.0,3717000.0,0.015,0.0124,537,43881.0,70.576598,addition,0.0215359,Q3 2021,INDUSTRIALS,13F,03/31/2022,34.7276,
Ipg photonics corp,IPGP,"",33837.0,3714000.0,0.015,,538,33837.0,,new,0.0652309,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,109.76,
Lennox international  inc.,LII,"",14367.0,3705000.0,0.0149,0.065,539,-20087.0,-58.300923,reduction,0.0400093,Q3 2019,INDUSTRIALS,13F,03/31/2022,308.37,
Wolfspeed inc (cree inc),WOLF,"",32143.0,3660000.0,0.0148,,540,32143.0,,new,0.0259984,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,113.86,
Axalta coating systems ltd,AXTA,"",148205.0,3643000.0,0.0147,0.0433,541,-76747.0,-34.117056,reduction,0.0669195,Q4 2019,MATERIALS,13F,03/31/2022,29.5,
Graco inc.,GGG,"",52146.0,3636000.0,0.0147,,542,52146.0,,new,0.0308143,Q1 2022,INDUSTRIALS,13F,03/31/2022,69.72,
Sun communities  inc.,SUI,"",20443.0,3583000.0,0.0144,,543,20443.0,,new,0.0168099,Q1 2022,REAL ESTATE,13F,03/31/2022,175.29,
Markel corp. (holding co.),MKL,"",2409.0,3554000.0,0.0143,0.0089,544,1172.0,94.745352,addition,0.0177551,Q4 2021,FINANCE,13F,03/31/2022,1351.3654,
Ovintiv inc. (pan canadian energy - encana corp.),OVV,"",65591.0,3551000.0,0.0143,0.0132,545,-1742.0,-2.587142,reduction,0.0256028,Q4 2021,ENERGY,13F,03/31/2022,33.7,
Mosaic company (the),MOS,"",53179.0,3536000.0,0.0143,,546,53179.0,,new,0.0146906,Q1 2022,MATERIALS,13F,03/31/2022,66.5,
Nevro corp,NVRO,"",48735.0,3525000.0,0.0142,0.0175,547,11643.0,31.389518,addition,0.1382134,Q2 2021,HEALTH CARE,13F,03/31/2022,135.1889,
Hello group inc adr,MOMO,"",609831.0,3525000.0,0.0142,0.0225,548,178882.0,41.508856,addition,0.3855460,Q3 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,12.1118,
Phreesia inc,PHR,"",131766.0,3473000.0,0.014,0.0236,549,34160.0,34.997848,addition,0.2522184,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,50.8122,
E.l.f. beauty inc,ELF,"",133888.0,3458000.0,0.0139,0.0196,550,32383.0,31.902862,addition,0.2561334,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,27.2932,
Autonation  inc. (republic industries),AN,"",34646.0,3450000.0,0.0139,0.0408,551,-25345.0,-42.248004,reduction,0.0564529,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,98.89,
Olaplex holdings inc,OLPX,"",220382.0,3445000.0,0.0139,,552,220382.0,,new,0.0339609,Q1 2022,CONSUMER STAPLES,13F,03/31/2022,15.63,
Weis markets inc,WMK,"",47957.0,3425000.0,0.0138,0.0137,553,12155.0,33.950617,addition,0.1782891,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,56.7206,
Iqvia holdings inc,IQV,"",14807.0,3424000.0,0.0138,0.0073,554,10351.0,232.293537,addition,0.0078228,Q2 2021,HEALTH CARE,13F,03/31/2022,234.1141,
Western union co (the),WU,"",179598.0,3366000.0,0.0136,0.0088,555,94738.0,111.640349,addition,0.0465239,Q2 2021,FINANCE,13F,03/31/2022,20.4126,
Bentley systems  inc. class b,BSY,"",76070.0,3361000.0,0.0135,,556,76070.0,,new,0.0275683,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,44.18,
Tempur sealy international inc,TPX,"",120080.0,3353000.0,0.0135,0.0518,557,-69476.0,-36.651966,reduction,0.0684044,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,39.8,
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",43703.0,3348000.0,0.0135,0.0418,558,-23764.0,-35.223146,reduction,0.0652668,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,104.98,
Ingles markets  inc class a,IMKTA,"",37477.0,3337000.0,0.0135,0.0144,559,8747.0,30.445527,addition,0.2610685,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,65.4539,
Axonics inc,AXNX,"",52982.0,3317000.0,0.0134,0.013,560,13002.0,32.521261,addition,0.1125598,Q2 2021,HEALTH CARE,13F,03/31/2022,63.2112,
Ashland inc.,ASH,"",33669.0,3313000.0,0.0134,0.0331,561,-19215.0,-36.334241,reduction,0.0617391,Q4 2019,MATERIALS,13F,03/31/2022,88.79,
Agco corp,AGCO,"",22556.0,3294000.0,0.0133,,562,22556.0,,new,0.0302596,Q1 2022,INDUSTRIALS,13F,03/31/2022,146.03,
Nortonlifelock inc,NLOK,"",124015.0,3289000.0,0.0133,0.0051,563,90207.0,266.821462,addition,0.0213795,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,26.3728,
Health catalyst inc,HCAT,"",125757.0,3286000.0,0.0132,0.0217,564,31662.0,33.648972,addition,0.2320880,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,46.8709,
Cognizant technology solutions corp,CTSH,"",36618.0,3284000.0,0.0132,,565,36618.0,,new,0.0070261,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,89.67,
Diamondback energy inc,FANG,"",23872.0,3272000.0,0.0132,,566,23872.0,,new,0.0134496,Q1 2022,ENERGY,13F,03/31/2022,137.08,
Baker hughes company,BKR,"",89644.0,3264000.0,0.0132,0.002,567,75219.0,521.448873,addition,0.0091048,Q4 2020,ENERGY,13F,03/31/2022,33.9062,
Boeing company,BA,"",16918.0,3240000.0,0.0131,0.0066,568,11251.0,198.53538,addition,0.0028595,Q4 2020,INDUSTRIALS,13F,03/31/2022,201.0265,
Hanesbrands  inc.,HBI,"",216963.0,3231000.0,0.013,0.0333,569,-125328.0,-36.61446,reduction,0.0622070,Q3 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,18.84,
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",75033.0,3229000.0,0.013,0.0311,570,-47815.0,-38.922083,reduction,0.0109736,Q4 2020,FINANCE,13F,03/31/2022,33.72,
Valero energy corp.,VLO,"",31759.0,3225000.0,0.013,,571,31759.0,,new,0.0077822,Q1 2022,ENERGY,13F,03/31/2022,101.54,
Cheesecake factory  inc. (the),CAKE,"",80777.0,3214000.0,0.013,0.0161,572,10062.0,14.228947,addition,0.1530261,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,46.5659,
Sl green realty corp.,SLG,"",39221.0,3184000.0,0.0128,0.0115,573,12437.36,46.436407,addition,0.0611640,Q4 2021,REAL ESTATE,13F,03/31/2022,77.6811,
Equinix inc,EQIX,"",4264.0,3162000.0,0.0127,0.0223,574,-280.0,-6.161972,reduction,0.0046850,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,802.29,
Mpg ingredients inc,MGPI,"",36830.0,3152000.0,0.0127,0.0143,575,7795.0,26.846909,addition,0.1675176,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,71.4391,
Pilgrims pride corp,PPC,"",125408.0,3148000.0,0.0127,0.0157,576,29417.0,30.645581,addition,0.0521816,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,21.0432,
Guidewire software  inc.,GWRE,"",33234.0,3145000.0,0.0127,,577,33234.0,,new,0.0396510,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,94.62,
Berkeley (w.r.) corp.,WRB,"",47175.0,3141000.0,0.0127,0.0077,578,22999.5,95.135571,addition,0.0177889,Q4 2021,FINANCE,13F,03/31/2022,56.351,
Manpowergroup inc.,MAN,"",33378.0,3135000.0,0.0126,,579,33378.0,,new,0.0632877,Q1 2022,INDUSTRIALS,13F,03/31/2022,93.92,
Agora  inc. ads,API,"",314360.0,3125000.0,0.0126,0.0238,580,62115.0,24.624869,addition,0.3246660,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,24.937,
Toll brothers  inc.,TOL,"",66450.0,3124000.0,0.0126,0.0497,581,-51590.0,-43.705524,reduction,0.0577942,Q2 2017,CONSUMER DISCRETIONARY,13F,03/31/2022,56.3,
Firstenergy corp.,FE,"",67737.0,3106000.0,0.0125,0.0069,582,39025.0,135.91878,addition,0.0118643,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,44.0501,
Liberty broadband corp class a,LBRDA,"",23660.0,3101000.0,0.0125,,583,23660.0,,new,0.1048809,Q1 2022,COMMUNICATIONS,13F,03/31/2022,131.06,
Entergy corp.,ETR,"",26533.0,3098000.0,0.0125,0.0071,584,15645.0,143.690301,addition,0.0130464,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,115.0675,
Nextgen healthcare inc,NXGN,"",148097.0,3097000.0,0.0125,0.0121,585,31587.0,27.110978,addition,0.2206378,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,17.5114,
Ppl corp. (pennsylvania power & light),PPL,"",108086.0,3087000.0,0.0124,0.0068,586,68889.0,175.750695,addition,0.0146875,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,29.104,
Amerco inc,UHAL,"",5172.0,3087000.0,0.0124,0.0301,587,-1956.0,-27.441077,reduction,0.0263773,Q4 2019,TRANSPORTS,13F,03/31/2022,583.01,
Gatx corporation (general american tank - general american transportation),GATX,"",25018.0,3085000.0,0.0124,0.0077,588,12263.0,96.142689,addition,0.0702753,Q2 2021,INDUSTRIALS,13F,03/31/2022,109.3912,
Outset medical  inc.,OM,"",67828.0,3079000.0,0.0124,0.0138,589,16267.0,31.549039,addition,0.1419166,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,48.4483,
First republic bank (ca),FRC,"",18973.0,3076000.0,0.0124,0.0382,590,-12884.0,-40.443231,reduction,0.0105613,Q4 2020,FINANCE,13F,03/31/2022,165.37,
National instruments corp,NATI,"",74854.0,3038000.0,0.0122,,591,74854.0,,new,0.0570647,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,40.59,
Reinsurance group of america inc,RGA,"",27370.0,2996000.0,0.0121,0.0053,592,19036.0,228.413727,addition,0.0408569,Q4 2021,FINANCE,13F,03/31/2022,109.4691,
Ameren corporation,AEE,"",31604.0,2963000.0,0.0119,0.0073,593,17498.0,124.046505,addition,0.0122389,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,91.6399,
Clearway energy inc,CWEN,"",81066.0,2960000.0,0.0119,0.0069,594,48052.0,145.550373,addition,0.0989282,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,36.3145,
Middleby corp (the),MIDD,"",18004.0,2952000.0,0.0119,,595,18004.0,,new,0.0331018,Q1 2022,INDUSTRIALS,13F,03/31/2022,163.94,
Duolingo inc,DUOL,"",31002.0,2949000.0,0.0119,,596,31002.0,,new,0.1124620,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,95.11,
Pentair plc,PNR,"",54331.0,2945000.0,0.0119,,597,54331.0,,new,0.0328483,Q1 2022,INDUSTRIALS,13F,03/31/2022,54.21,
Figs inc,FIGS,"",136730.0,2942000.0,0.0119,0.0141,598,48942.0,55.750216,addition,0.0898894,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,31.5489,
Trex company,TREX,"",44774.0,2925000.0,0.0118,0.0366,599,-1867.0,-4.002916,reduction,0.0395533,Q1 2021,INDUSTRIALS,13F,03/31/2022,96.18,
Mednax inc,MD,"",124282.0,2918000.0,0.0118,0.0147,600,31548.0,34.019885,addition,0.1424248,Q2 2021,HEALTH CARE,13F,03/31/2022,28.136,
Kingsoft cloud holdings limited adr,KC,"",479636.0,2911000.0,0.0117,0.0279,601,175414.0,57.659867,addition,0.1969391,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,21.762,
Tractor supply company,TSCO,"",12466.0,2909000.0,0.0117,0.0051,602,8767.0,237.010003,addition,0.0111421,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,228.3523,
Leggett & platt inc.,LEG,"",82591.0,2874000.0,0.0116,0.0307,603,-45728.0,-35.636188,reduction,0.0618380,Q3 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,45.86,
Loews corp,L,"",44267.0,2869000.0,0.0116,0.0078,604,21041.0,90.59244,addition,0.0179868,Q4 2021,FINANCE,13F,03/31/2022,61.1158,
Ishares msci south korea etf,EWY,"",40116.0,2857000.0,0.0115,0.007,605,24718.0,160.527341,addition,No Data,Q3 2016,FINANCE,13F,03/31/2022,74.5425,
Conagra brands inc,CAG,"",84609.0,2840000.0,0.0114,0.0093,606,37630.0,80.099619,addition,0.0176315,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,33.892,
