Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Loews corp,L,"",385399.0,24982000.0,0.0456,0.0018,441,367407.0,2042.057581,addition,0.1565975,Q3 2014,FINANCE,13F,03/31/2022,64.1543,
Xylem inc,XYL,"",291827.0,24881000.0,0.0454,0.0537,442,35270.0,13.747432,addition,0.1620426,Q4 2017,INDUSTRIALS,13F,03/31/2022,72.952,
Evergy inc,EVRG,"",362746.0,24790000.0,0.0453,0.0026,443,340623.0,1539.678163,addition,0.1580742,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,67.9936,
Leidos holdings inc,LDOS,"",228180.0,24648000.0,0.045,0.0012,444,220751.0,2971.476646,addition,0.1669666,Q4 2017,INDUSTRIALS,13F,03/31/2022,107.7081,
Hormel foods corp.,HRL,"",469177.0,24181000.0,0.0441,,445,469177.0,,new,0.0859211,Q2 2019,CONSUMER STAPLES,13F,03/31/2022,51.54,
Biomarin pharmaceutical inc,BMRN,"",308306.0,23770000.0,0.0434,,446,308306.0,,new,0.1666561,Q3 2014,HEALTH CARE,13F,03/31/2022,77.1,
Idex corp.,IEX,"",123377.0,23655000.0,0.0432,0.0485,447,5632.0,4.783218,addition,0.1623262,Q4 2019,INDUSTRIALS,13F,03/31/2022,173.4828,
Atmos energy corp. (energas),ATO,"",195873.0,23405000.0,0.0427,,448,195873.0,,new,0.1409006,Q1 2022,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,119.49,
Eastman chemical co.,EMN,"",208765.0,23394000.0,0.0427,0.0519,449,-37490.0,-15.224056,reduction,0.1619810,Q3 2014,MATERIALS,13F,03/31/2022,99.76,
Alliant energy corp,LNT,"",371883.0,23235000.0,0.0424,0.0003,450,368674.0,11488.75039,addition,0.1482771,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,62.423,
Fmc corp. (food machinery & chemical corp.),FMC,"",174469.0,22955000.0,0.0419,0.0,451,174449.0,872245.0,addition,0.1385342,Q2 2017,MATERIALS,13F,03/31/2022,131.5631,
Kimco realty corp.,KIM,"",914531.0,22589000.0,0.0412,,452,914531.0,,new,0.1479807,Q1 2022,REAL ESTATE,13F,03/31/2022,24.7,
Crown holdings inc. (crown cork & seal),CCK,"",176403.0,22066000.0,0.0403,0.0,453,176340.0,279904.761905,addition,0.1434847,Q4 2019,MATERIALS,13F,03/31/2022,125.0805,
W.p. carey inc,WPC,"",272852.0,22057000.0,0.0403,0.0,454,272816.0,757822.222222,addition,0.1414573,Q2 2019,FINANCE,13F,03/31/2022,80.8396,
Avery dennison corp.,AVY,"",125804.0,21886000.0,0.04,0.0507,455,-8519.0,-6.342175,reduction,0.1539559,Q4 2019,INDUSTRIALS,13F,03/31/2022,182.31,
Packaging corp. of america,PKG,"",138683.0,21650000.0,0.0395,0.0005,456,136776.0,7172.312533,addition,0.1480056,Q2 2020,MATERIALS,13F,03/31/2022,155.8394,
Viatris inc,VTRS,"",609437.0,6631000.0,0.0121,0.0599,457,-1927603.0,-75.978424,reduction,0.0502691,Q4 2020,HEALTH CARE,13F,03/31/2022,17.89,
Howmet aerospace inc. (aluminum co. of america - alcoa - arconic),HWM,"",164558.0,5914000.0,0.0108,0.0091,458,0.0,0.0,,0.0393760,Q3 2021,INDUSTRIALS,13F,03/31/2022,31.2,
Lincoln national corp.,LNC,"",90288.0,5901000.0,0.0108,0.0108,459,0.0,0.0,,0.0525092,Q3 2021,FINANCE,13F,03/31/2022,68.75,
Fidelity national financial inc,FNF,"",115963.0,5664000.0,0.0103,0.0106,460,0.0,0.0,,0.0413120,Q4 2017,FINANCE,13F,03/31/2022,42.96,
Pultegroup inc,PHM,"",132619.0,5557000.0,0.0101,0.0132,461,0.0,0.0,,0.0558098,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,45.96,
Universal health services class b,UHS,"",32737.0,4745000.0,0.0087,0.0074,462,0.0,0.0,,0.0487684,Q4 2014,HEALTH CARE,13F,03/31/2022,138.07,
F5 networks inc,FFIV,"",21296.0,4450000.0,0.0081,0.0091,463,0.0,0.0,,0.0352163,Q2 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,184.68,
Bath & body works inc (l brands),BBWI,"",90099.0,4307000.0,0.0079,0.0613,464,-413607.0,-82.11278,reduction,0.0393900,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,68.58,
Lkq corp,LKQ,"",91637.0,4161000.0,0.0076,0.0603,465,-483962.0,-84.079715,reduction,0.0323997,Q2 2020,INDUSTRIALS,13F,03/31/2022,58.47,
Snap-on inc.,SNA,"",17325.0,3560000.0,0.0065,0.0065,466,0.0,0.0,,0.0324595,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,208.95,
Whirlpool corp. (de),WHR,"",20250.0,3499000.0,0.0064,0.0083,467,0.0,0.0,,0.0360305,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,220.07,
Qorvo inc,QRVO,"",22706.0,2818000.0,0.0051,0.0574,468,-187732.0,-89.210124,reduction,0.0218902,Q3 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,114.16,
Advance auto parts  inc.,AAP,"",12266.0,2539000.0,0.0046,0.0525,469,-113251.0,-90.227619,reduction,0.0202276,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,236.85,
Westrock co,WRK,"",49001.0,2305000.0,0.0042,0.0038,470,0.0,0.0,,0.0192272,Q1 2021,MATERIALS,13F,03/31/2022,52.19,
Roku inc,ROKU,"",16675.0,2089000.0,0.0038,0.0783,471,-179908.0,-91.517578,reduction,0.0139135,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,319.64,
Dentsply international inc. (1983),XRAY,"",42279.0,2081000.0,0.0038,0.0041,472,0.0,0.0,,0.0196234,Q2 2019,HEALTH CARE,13F,03/31/2022,63.74,
Fox corp class a,FOXA,"",50250.0,1982000.0,0.0036,0.0032,473,0.0,0.0,,0.0161221,Q1 2019,COMMUNICATIONS,13F,03/31/2022,36.32,
Masco corp.,MAS,"",31662.0,1615000.0,0.0029,0.0539,474,-408530.0,-92.80723,reduction,0.0134195,Q3 2015,INDUSTRIALS,13F,03/31/2022,34.94,
Epam systems  inc.,EPAM,"",4493.0,1333000.0,0.0024,0.0903,475,-72909.0,-94.19524,reduction,0.0078616,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,265.34,
Bio-rad laboratories inc class a,BIO,"",1917.0,1080000.0,0.002,0.0507,476,-36543.0,-95.015601,reduction,0.0077059,Q2 2020,HEALTH CARE,13F,03/31/2022,745.37,
Charles river laboratories international inc,CRL,"",3800.0,1079000.0,0.002,0.0528,477,-76600.0,-95.273632,reduction,0.0074796,Q3 2021,HEALTH CARE,13F,03/31/2022,378.48,
Ptc inc.,PTC,"",8911.0,960000.0,0.0018,0.0019,478,0.0,0.0,,0.0076178,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,137.01,
Fortune brands home & security inc,FBHS,"",12523.0,930000.0,0.0017,0.0023,479,0.0,0.0,,0.0095736,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,89.71,
Hasbro inc.,HAS,"",11078.0,908000.0,0.0017,0.002,480,0.0,0.0,,0.0079445,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,99.76,
Pinterest inc,PINS,"",35783.0,881000.0,0.0016,0.06,481,-910268.0,-96.217646,reduction,0.0062264,Q4 2020,COMMUNICATIONS,13F,03/31/2022,62.46,
Baidu inc adr,BIDU,"",4801.0,635000.0,0.0012,0.0012,482,0.0,0.0,,0.0017418,Q4 2021,COMMUNICATIONS,13F,03/31/2022,148.79,
Nio inc,NIO,"",23257.0,490000.0,0.0009,0.0013,483,0.0,0.0,,0.0015281,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,31.68,
Burlington stores inc,BURL,"",2080.0,379000.0,0.0007,0.0543,484,-104679.0,-98.051687,reduction,0.0031481,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,231.42,
Fair isaac corp,FICO,"",804.0,375000.0,0.0007,0.0006,485,0.0,0.0,,0.0031004,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,428.11,
Pinduoduo inc,PDD,"",7534.0,302000.0,0.0006,0.0008,486,0.0,0.0,,0.0005959,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,58.3,
Yum china holdings inc,YUMC,"",7252.0,301000.0,0.0005,0.0006,487,0.0,0.0,,0.0017116,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,49.84,
Li auto inc. ads,LI,"",9535.0,246000.0,0.0004,0.0005,488,0.0,0.0,,0.0011153,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,32.1,
Cognex corp,CGNX,"",2780.0,214000.0,0.0004,0.0004,489,0.0,0.0,,0.0016001,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,80.48,
Trip.com group ltd,TCOM,"",8894.0,206000.0,0.0004,0.0004,490,0.0,0.0,,0.0013859,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,24.62,
Zto express cayman inc adr,ZTO,"",7968.0,199000.0,0.0004,0.0004,491,0.0,0.0,,0.0013200,Q4 2021,INDUSTRIALS,13F,03/31/2022,28.22,
Xpeng inc.,XPEV,"",6704.0,185000.0,0.0003,0.0006,492,0.0,0.0,,0.0010229,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,50.33,
Beigene ltd adr,BGNE,"",849.0,160000.0,0.0003,0.0004,493,0.0,0.0,,0.0008211,Q4 2021,HEALTH CARE,13F,03/31/2022,270.93,
Zimvie inc,ZIMV,"",6493.0,149000.0,0.0003,,494,6493.0,,new,0.0248965,Q1 2022,HEALTH CARE,13F,03/31/2022,22.84,
Southern copper corp.,SCCO,"",1732.0,131000.0,0.0002,0.0002,495,0.0,0.0,,0.0002240,Q4 2021,MATERIALS,13F,03/31/2022,61.71,
Huazhu grp ltd ads adr,HTHT,"",3211.0,106000.0,0.0002,0.0002,496,0.0,0.0,,0.0009978,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,37.34,
Ke holdings inc.,BEKE,"",7542.0,93000.0,0.0002,0.0003,497,0.0,0.0,,0.0006224,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,20.12,
Bilibili inc,BILI,"",2955.0,76000.0,0.0001,0.0002,498,0.0,0.0,,0.0009629,Q4 2021,COMMUNICATIONS,13F,03/31/2022,46.4,
Vipshop holdings ltd adr,VIPS,"",8370.0,75000.0,0.0001,0.0001,499,0.0,0.0,,0.0014474,Q4 2021,COMMUNICATIONS,13F,03/31/2022,8.4,
Gds holdings ltd adr,GDS,"",1645.0,65000.0,0.0001,0.0001,500,0.0,0.0,,0.0009033,Q4 2021,COMMUNICATIONS,13F,03/31/2022,47.16,
Zai lab ltd,ZLAB,"",1451.0,64000.0,0.0001,0.0002,501,0.0,0.0,,0.0014820,Q4 2021,HEALTH CARE,13F,03/31/2022,62.85,
Tencent music entertainment group,TME,"",12442.0,61000.0,0.0001,0.0001,502,0.0,0.0,,0.0014856,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,6.85,
Mobile telesystems ojsc ads adr,MBT,"",9005.0,50000.0,0.0001,0.0001,503,0.0,0.0,,0.0009012,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,7.95,
Daqo new energy corp adr,DQ,"",1164.0,48000.0,0.0001,0.0001,504,0.0,0.0,,0.0015623,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,40.32,
Joyy inc,YY,"",1098.0,40000.0,0.0001,0.0001,505,0.0,0.0,,0.0020121,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,45.43,
Legend biotech corp ads,LEGN,"",944.0,34000.0,0.0001,0.0001,506,0.0,0.0,,0.0006121,Q4 2021,HEALTH CARE,13F,03/31/2022,46.61,
Hutchmed (china) ltd,HCM,"",1720.0,33000.0,0.0001,0.0001,507,0.0,0.0,,0.0009947,Q4 2021,HEALTH CARE,13F,03/31/2022,35.08,
Kanzhun ltd,BZ,"",1300.0,32000.0,0.0001,0.0001,508,0.0,0.0,,0.0003566,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,34.88,
Rlx technology inc. ads,RLX,"",11920.0,21000.0,0.0,0.0001,509,0.0,0.0,,0.0012821,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,3.9,
Teva pharmaceutical industries ltd  adr,TEVA,"",1891.0,18000.0,0.0,0.0,510,0.0,0.0,,0.0001703,Q2 2020,HEALTH CARE,13F,03/31/2022,11.64,
C.h. robinson worldwide inc,CHRW,"",61.0,7000.0,0.0,0.0,511,0.0,0.0,,0.0000479,Q4 2014,TRANSPORTS,13F,03/31/2022,94.08,
Citrix systems inc.,CTXS,"",52.0,5000.0,0.0,0.0,512,0.0,0.0,,0.0000411,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,75.08,
Zillow group inc class c,Z,"",73.0,4000.0,0.0,0.0,513,0.0,0.0,,0.0000406,Q4 2020,COMMUNICATIONS,13F,03/31/2022,129.69,
Marketaxess holdings inc,MKTX,"",13.0,4000.0,0.0,0.0,514,0.0,0.0,,0.0000347,Q4 2019,FINANCE,13F,03/31/2022,389.83,
Abiomed inc,ABMD,"",13.0,4000.0,0.0,0.0468,515,-74754.0,-99.982613,reduction,0.0000285,Q2 2020,HEALTH CARE,13F,03/31/2022,359.16,
Avalara inc,AVLR,"",36.0,4000.0,0.0,0.0,516,0.0,0.0,,0.0000410,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,136.82,
Nordson corporation,NDSN,"",17.0,4000.0,0.0,0.0,517,0.0,0.0,,0.0000296,Q2 2020,INDUSTRIALS,13F,03/31/2022,201.16,
Medical properties trust inc,MPW,"",112.0,2000.0,0.0,0.0,518,0.0,0.0,,0.0000187,Q2 2020,REAL ESTATE,13F,03/31/2022,18.96,
Booz allen hamilton holding corp,BAH,"",25.0,2000.0,0.0,0.0,519,0.0,0.0,,0.0000189,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,78.67,
Black knight inc,BKI,"",27.0,2000.0,0.0,0.0,520,0.0,0.0,,0.0000173,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,73.73,
Peloton interactive inc,PTON,"",55.0,1000.0,0.0,0.0,521,0.0,0.0,,0.0001827,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,143.23,
Teladoc health inc,TDOC,"",19.0,1000.0,0.0,0.0344,522,-214581.0,-99.991146,reduction,0.0000118,Q2 2020,HEALTH CARE,13F,03/31/2022,168.76,
Masimo corp,MASI,"",8.0,1000.0,0.0,0.0,523,0.0,0.0,,0.0000144,Q2 2020,HEALTH CARE,13F,03/31/2022,229.71,
Western union co (the),WU,"",4.0,0.0,0.0,0.0,524,0.0,0.0,,0.0000010,Q3 2014,FINANCE,13F,03/31/2022,20.68,
Nrg energy inc,NRG,"",3.0,0.0,0.0,0.0,525,0.0,0.0,,0.0000013,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,36.34,
Wayfair inc class a,W,"",3.0,0.0,0.0,0.0399,526,-120243.0,-99.997505,reduction,0.0000038,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,196.61,
Campbell soup co.,CPB,"",1.0,0.0,0.0,0.0,527,0.0,0.0,,0.0000003,Q2 2020,CONSUMER STAPLES,13F,03/31/2022,48.77,
Lumen technologies  inc,LUMN,"",10.0,0.0,0.0,0.0,528,0.0,0.0,,0.0000010,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,13.38,
Sirius xm holdings inc,SIRI,"",4.0,0.0,0.0,0.0,529,0.0,0.0,,0.0000001,Q3 2015,COMMUNICATIONS,13F,03/31/2022,6.21,
Xilinx  inc,XLNX,"",0.0,0.0,,0.1422,"",-384486.0,-100.0,soldall,N/A,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,78.94,
Plug power inc.,PLUG,"",0.0,0.0,,0.037,"",-751135.0,-100.0,soldall,0.0000000,Q1 2021,INDUSTRIALS,13F,03/31/2022,35.43,
New oriental education & tech group inc adr,EDU,"",0.0,0.0,,0.0001,"",-29258.0,-100.0,soldall,0.0000000,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,2.1,
Exact sciences corp,EXAS,"",0.0,0.0,,0.0386,"",-284173.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,13F,03/31/2022,90.02,
Ball corp.,BALL,"",0.0,0.0,,0.0733,"",-436383.0,-100.0,soldall,0.0000000,Q1 2016,MATERIALS,13F,03/31/2022,45.49,
Ringcentral inc,RNG,"",0.0,0.0,,0.0384,"",-117534.0,-100.0,soldall,0.0000000,Q2 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,276.42,
Amc entertainment holdings inc,AMC,"",0.0,0.0,,0.0399,"",-841700.0,-100.0,soldall,0.0000000,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,27.2,
Coupa software inc,COUP,"",0.0,0.0,,0.0345,"",-125211.0,-100.0,soldall,0.0000000,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,259.4,
Carvana co,CVNA,"",0.0,0.0,,0.0451,"",-111489.0,-100.0,soldall,0.0000000,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,238.74,
Ceridian hcm holding inc,CDAY,"",0.0,0.0,,0.0422,"",-231428.0,-100.0,soldall,0.0000000,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,104.46,
Doordash  inc.,DASH,"",0.0,0.0,,0.0327,"",-125800.0,-100.0,soldall,0.0000000,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,148.9,
Rivian automotive inc,RIVN,"",0.0,0.0,,0.009,"",-50000.0,-100.0,soldall,0.0000000,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,103.69,
